x,y
1026.0,1239.0
1026.0,1233.0
1026.0,1221.0
1026.0,1131.0
1026.0,1125.0
1026.0,1119.0
1026.0,939.0
1026.0,933.0
1026.0,921.0
1026.0,801.0
1026.0,795.0
1026.0,789.0
1026.0,783.0
1026.0,777.0
1026.0,753.0
1026.0,747.0
1026.0,741.0
1026.0,459.0
1026.0,369.0
1026.0,345.0
1026.0,303.0
1026.0,183.0
1029.0,1914.0
1029.0,1908.0
1029.0,1902.0
1029.0,1896.0
1029.0,1710.0
1029.0,1704.0
1029.0,600.0
1029.0,528.0
1029.0,522.0
1029.0,516.0
1029.0,510.0
1029.0,504.0
1032.0,1827.0
1032.0,1821.0
1032.0,1809.0
1032.0,1803.0
1032.0,1797.0
1032.0,1623.0
1032.0,1515.0
1032.0,1509.0
1032.0,1503.0
1032.0,1377.0
1032.0,1371.0
1032.0,1365.0
1032.0,1287.0
1032.0,1281.0
1032.0,1275.0
1032.0,1269.0
1032.0,1263.0
1032.0,1239.0
1032.0,1233.0
1032.0,1221.0
1032.0,1131.0
1032.0,1125.0
1032.0,1119.0
1032.0,939.0
1032.0,933.0
1032.0,807.0
1032.0,801.0
1032.0,795.0
1032.0,789.0
1032.0,783.0
1032.0,753.0
1032.0,747.0
1032.0,741.0
1032.0,687.0
1032.0,393.0
1032.0,369.0
1032.0,345.0
1032.0,309.0
1032.0,303.0
1032.0,213.0
1032.0,207.0
1035.0,1908.0
1035.0,1902.0
1035.0,1896.0
1035.0,1890.0
1035.0,1884.0
1035.0,1878.0
1035.0,1872.0
1035.0,534.0
1035.0,528.0
1035.0,510.0
1035.0,504.0
1038.0,1947.0
1038.0,1833.0
1038.0,1827.0
1038.0,1821.0
1038.0,1815.0
1038.0,1809.0
1038.0,1803.0
1038.0,1797.0
1038.0,1623.0
1038.0,1515.0
1038.0,1509.0
1038.0,1497.0
1038.0,1377.0
1038.0,1371.0
1038.0,1365.0
1038.0,1287.0
1038.0,1281.0
1038.0,1275.0
1038.0,1269.0
1038.0,1263.0
1038.0,1227.0
1038.0,1221.0
1038.0,1179.0
1038.0,1131.0
1038.0,1125.0
1038.0,1119.0
1038.0,1113.0
1038.0,1101.0
1038.0,1089.0
1038.0,993.0
1038.0,939.0
1038.0,933.0
1038.0,807.0
1038.0,801.0
1038.0,795.0
1038.0,789.0
1038.0,783.0
1038.0,753.0
1038.0,747.0
1038.0,741.0
1038.0,705.0
1038.0,441.0
1038.0,393.0
1038.0,387.0
1038.0,345.0
1038.0,339.0
1038.0,309.0
1038.0,303.0
1038.0,207.0
1038.0,201.0
1038.0,123.0
1041.0,1908.0
1041.0,1902.0
1041.0,1896.0
1041.0,1890.0
1041.0,1884.0
1041.0,1878.0
1041.0,1872.0
1041.0,1866.0
1041.0,1860.0
1041.0,1854.0
1041.0,1842.0
1041.0,1836.0
1041.0,1830.0
1041.0,1824.0
1041.0,1818.0
1041.0,1812.0
1041.0,1776.0
1041.0,1770.0
1041.0,1752.0
1041.0,1746.0
1041.0,1740.0
1041.0,1692.0
1041.0,1686.0
1041.0,1680.0
1041.0,966.0
1041.0,534.0
1041.0,528.0
1044.0,1947.0
1044.0,1941.0
1044.0,1845.0
1044.0,1839.0
1044.0,1833.0
1044.0,1803.0
1044.0,1503.0
1044.0,1497.0
1044.0,1491.0
1044.0,1377.0
1044.0,1371.0
1044.0,1365.0
1044.0,1287.0
1044.0,1281.0
1044.0,1275.0
1044.0,1269.0
1044.0,1227.0
1044.0,1221.0
1044.0,1215.0
1044.0,1179.0
1044.0,1173.0
1044.0,1131.0
1044.0,1125.0
1044.0,1119.0
1044.0,1113.0
1044.0,1089.0
1044.0,939.0
1044.0,933.0
1044.0,807.0
1044.0,801.0
1044.0,795.0
1044.0,789.0
1044.0,783.0
1044.0,753.0
1044.0,747.0
1044.0,741.0
1044.0,705.0
1044.0,681.0
1044.0,441.0
1044.0,393.0
1044.0,387.0
1044.0,345.0
1044.0,303.0
1044.0,207.0
1044.0,201.0
1047.0,1908.0
1047.0,1902.0
1047.0,1896.0
1047.0,1890.0
1047.0,1884.0
1047.0,1878.0
1047.0,1872.0
1047.0,1866.0
1047.0,1860.0
1047.0,1854.0
1047.0,1842.0
1047.0,1836.0
1047.0,1830.0
1047.0,1824.0
1047.0,1818.0
1047.0,1812.0
1047.0,1776.0
1047.0,1770.0
1047.0,1764.0
1047.0,1752.0
1047.0,1746.0
1047.0,1740.0
1047.0,1692.0
1047.0,1686.0
1047.0,1680.0
1047.0,1200.0
1047.0,966.0
1047.0,942.0
1047.0,936.0
1047.0,756.0
1047.0,546.0
1047.0,540.0
1047.0,504.0
1047.0,498.0
1047.0,492.0
1050.0,1947.0
1050.0,1941.0
1050.0,1935.0
1050.0,1929.0
1050.0,1923.0
1050.0,1845.0
1050.0,1839.0
1050.0,1833.0
1050.0,1503.0
1050.0,1497.0
1050.0,1491.0
1050.0,1431.0
1050.0,1425.0
1050.0,1419.0
1050.0,1377.0
1050.0,1371.0
1050.0,1365.0
1050.0,1287.0
1050.0,1281.0
1050.0,1275.0
1050.0,1269.0
1050.0,1257.0
1050.0,1239.0
1050.0,1227.0
1050.0,1221.0
1050.0,1185.0
1050.0,1173.0
1050.0,1131.0
1050.0,1125.0
1050.0,1119.0
1050.0,1095.0
1050.0,1089.0
1050.0,999.0
1050.0,945.0
1050.0,939.0
1050.0,807.0
1050.0,801.0
1050.0,795.0
1050.0,789.0
1050.0,783.0
1050.0,759.0
1050.0,753.0
1050.0,747.0
1050.0,741.0
1050.0,705.0
1050.0,681.0
1050.0,447.0
1050.0,441.0
1050.0,393.0
1050.0,345.0
1050.0,339.0
1050.0,327.0
1050.0,207.0
1050.0,201.0
1053.0,1902.0
1053.0,1896.0
1053.0,1890.0
1053.0,1884.0
1053.0,1878.0
1053.0,1872.0
1053.0,1866.0
1053.0,1860.0
1053.0,1854.0
1053.0,1848.0
1053.0,1842.0
1053.0,1836.0
1053.0,1200.0
1053.0,1194.0
1053.0,948.0
1053.0,942.0
1053.0,684.0
1053.0,588.0
1053.0,552.0
1053.0,546.0
1053.0,540.0
1053.0,510.0
1053.0,504.0
1053.0,498.0
1053.0,492.0
1053.0,486.0
1053.0,480.0
1053.0,108.0
1056.0,1947.0
1056.0,1941.0
1056.0,1935.0
1056.0,1929.0
1056.0,1923.0
1056.0,1839.0
1056.0,1833.0
1056.0,1503.0
1056.0,1497.0
1056.0,1491.0
1056.0,1431.0
1056.0,1425.0
1056.0,1419.0
1056.0,1377.0
1056.0,1371.0
1056.0,1365.0
1056.0,1287.0
1056.0,1281.0
1056.0,1275.0
1056.0,1269.0
1056.0,1239.0
1056.0,1233.0
1056.0,1227.0
1056.0,1221.0
1056.0,1191.0
1056.0,1185.0
1056.0,1173.0
1056.0,1161.0
1056.0,1131.0
1056.0,1125.0
1056.0,1089.0
1056.0,993.0
1056.0,945.0
1056.0,807.0
1056.0,801.0
1056.0,795.0
1056.0,789.0
1056.0,765.0
1056.0,759.0
1056.0,753.0
1056.0,747.0
1056.0,687.0
1056.0,447.0
1056.0,399.0
1056.0,393.0
1056.0,345.0
1056.0,339.0
1056.0,327.0
1056.0,285.0
1056.0,207.0
1056.0,159.0
1059.0,1884.0
1059.0,1878.0
1059.0,1872.0
1059.0,1866.0
1059.0,1860.0
1059.0,1854.0
1059.0,1848.0
1059.0,1842.0
1059.0,1584.0
1059.0,1578.0
1059.0,1572.0
1059.0,954.0
1059.0,948.0
1059.0,942.0
1059.0,588.0
1059.0,546.0
1059.0,540.0
1059.0,534.0
1059.0,510.0
1059.0,234.0
1059.0,228.0
1059.0,222.0
1059.0,216.0
1059.0,210.0
1059.0,114.0
1059.0,108.0
1059.0,102.0
1059.0,96.0
1059.0,90.0
1062.0,1947.0
1062.0,1941.0
1062.0,1935.0
1062.0,1929.0
1062.0,1923.0
1062.0,1431.0
1062.0,1425.0
1062.0,1419.0
1062.0,1377.0
1062.0,1371.0
1062.0,1365.0
1062.0,1287.0
1062.0,1281.0
1062.0,1269.0
1062.0,1263.0
1062.0,1239.0
1062.0,1233.0
1062.0,1227.0
1062.0,1221.0
1062.0,1191.0
1062.0,1185.0
1062.0,1161.0
1062.0,1131.0
1062.0,1125.0
1062.0,1089.0
1062.0,1083.0
1062.0,993.0
1062.0,951.0
1062.0,945.0
1062.0,807.0
1062.0,801.0
1062.0,795.0
1062.0,789.0
1062.0,765.0
1062.0,759.0
1062.0,753.0
1062.0,747.0
1062.0,447.0
1062.0,405.0
1062.0,399.0
1062.0,393.0
1062.0,351.0
1062.0,345.0
1062.0,339.0
1062.0,285.0
1062.0,279.0
1062.0,159.0
1062.0,153.0
1065.0,1884.0
1065.0,1878.0
1065.0,1872.0
1065.0,1866.0
1065.0,1860.0
1065.0,1854.0
1065.0,1848.0
1065.0,1842.0
1065.0,1584.0
1065.0,1578.0
1065.0,1572.0
1065.0,966.0
1065.0,960.0
1065.0,954.0
1065.0,948.0
1065.0,642.0
1065.0,636.0
1065.0,630.0
1065.0,582.0
1065.0,528.0
1065.0,522.0
1065.0,222.0
1065.0,216.0
1065.0,156.0
1068.0,1935.0
1068.0,1929.0
1068.0,1923.0
1068.0,1917.0
1068.0,1911.0
1068.0,1905.0
1068.0,1599.0
1068.0,1431.0
1068.0,1425.0
1068.0,1419.0
1068.0,1413.0
1068.0,1377.0
1068.0,1371.0
1068.0,1365.0
1068.0,1287.0
1068.0,1281.0
1068.0,1269.0
1068.0,1263.0
1068.0,1245.0
1068.0,1239.0
1068.0,1233.0
1068.0,1227.0
1068.0,1221.0
1068.0,1185.0
1068.0,1179.0
1068.0,1167.0
1068.0,1161.0
1068.0,1131.0
1068.0,1125.0
1068.0,1089.0
1068.0,1083.0
1068.0,993.0
1068.0,957.0
1068.0,951.0
1068.0,807.0
1068.0,795.0
1068.0,783.0
1068.0,765.0
1068.0,753.0
1068.0,747.0
1068.0,693.0
1068.0,483.0
1068.0,459.0
1068.0,405.0
1068.0,393.0
1068.0,351.0
1068.0,339.0
1068.0,285.0
1068.0,279.0
1068.0,153.0
1071.0,1860.0
1071.0,1854.0
1071.0,1848.0
1071.0,972.0
1071.0,966.0
1071.0,960.0
1071.0,954.0
1071.0,930.0
1071.0,924.0
1071.0,558.0
1071.0,552.0
1074.0,1929.0
1074.0,1923.0
1074.0,1917.0
1074.0,1911.0
1074.0,1905.0
1074.0,1611.0
1074.0,1605.0
1074.0,1599.0
1074.0,1431.0
1074.0,1425.0
1074.0,1419.0
1074.0,1413.0
1074.0,1407.0
1074.0,1401.0
1074.0,1371.0
1074.0,1365.0
1074.0,1293.0
1074.0,1287.0
1074.0,1281.0
1074.0,1263.0
1074.0,1251.0
1074.0,1245.0
1074.0,1239.0
1074.0,1233.0
1074.0,1227.0
1074.0,1221.0
1074.0,1185.0
1074.0,1179.0
1074.0,1173.0
1074.0,1167.0
1074.0,1155.0
1074.0,1101.0
1074.0,1095.0
1074.0,975.0
1074.0,957.0
1074.0,849.0
1074.0,807.0
1074.0,795.0
1074.0,783.0
1074.0,765.0
1074.0,753.0
1074.0,693.0
1074.0,483.0
1074.0,351.0
1074.0,279.0
1074.0,273.0
1074.0,147.0
1077.0,978.0
1077.0,972.0
1077.0,966.0
1077.0,960.0
1077.0,690.0
1077.0,558.0
1077.0,552.0
1080.0,1917.0
1080.0,1911.0
1080.0,1905.0
1080.0,1611.0
1080.0,1605.0
1080.0,1599.0
1080.0,1431.0
1080.0,1425.0
1080.0,1419.0
1080.0,1413.0
1080.0,1407.0
1080.0,1401.0
1080.0,1293.0
1080.0,1287.0
1080.0,1281.0
1080.0,1263.0
1080.0,1245.0
1080.0,1239.0
1080.0,1233.0
1080.0,1221.0
1080.0,1179.0
1080.0,1173.0
1080.0,1155.0
1080.0,1149.0
1080.0,1143.0
1080.0,1101.0
1080.0,1095.0
1080.0,1089.0
1080.0,981.0
1080.0,975.0
1080.0,849.0
1080.0,795.0
1080.0,765.0
1080.0,759.0
1080.0,687.0
1080.0,483.0
1080.0,387.0
1080.0,351.0
1080.0,333.0
1080.0,273.0
1080.0,147.0
1080.0,141.0
1083.0,978.0
1083.0,750.0
1083.0,702.0
1083.0,696.0
1083.0,690.0
1083.0,576.0
1083.0,270.0
1086.0,1917.0
1086.0,1911.0
1086.0,1905.0
1086.0,1899.0
1086.0,1893.0
1086.0,1887.0
1086.0,1611.0
1086.0,1605.0
1086.0,1599.0
1086.0,1425.0
1086.0,1419.0
1086.0,1413.0
1086.0,1407.0
1086.0,1401.0
1086.0,1293.0
1086.0,1287.0
1086.0,1263.0
1086.0,1257.0
1086.0,1245.0
1086.0,1239.0
1086.0,1233.0
1086.0,1221.0
1086.0,1215.0
1086.0,1179.0
1086.0,1155.0
1086.0,1149.0
1086.0,1143.0
1086.0,1101.0
1086.0,1095.0
1086.0,1089.0
1086.0,1065.0
1086.0,981.0
1086.0,849.0
1086.0,843.0
1086.0,795.0
1086.0,747.0
1086.0,693.0
1086.0,687.0
1086.0,681.0
1086.0,657.0
1086.0,483.0
1086.0,315.0
1086.0,147.0
1086.0,141.0
1089.0,1848.0
1089.0,1842.0
1089.0,1650.0
1089.0,1644.0
1089.0,1638.0
1089.0,1632.0
1089.0,1626.0
1089.0,996.0
1089.0,984.0
1089.0,756.0
1089.0,750.0
1089.0,744.0
1089.0,738.0
1089.0,732.0
1089.0,726.0
1089.0,720.0
1089.0,714.0
1089.0,708.0
1089.0,702.0
1089.0,696.0
1089.0,690.0
1089.0,684.0
1089.0,576.0
1089.0,570.0
1089.0,564.0
1089.0,264.0
1089.0,258.0
1089.0,216.0
1089.0,210.0
1092.0,1899.0
1092.0,1893.0
1092.0,1887.0
1092.0,1611.0
1092.0,1605.0
1092.0,1599.0
1092.0,1413.0
1092.0,1407.0
1092.0,1401.0
1092.0,1299.0
1092.0,1293.0
1092.0,1287.0
1092.0,1263.0
1092.0,1257.0
1092.0,1251.0
1092.0,1245.0
1092.0,1239.0
1092.0,1233.0
1092.0,1221.0
1092.0,1215.0
1092.0,1179.0
1092.0,1149.0
1092.0,1095.0
1092.0,1089.0
1092.0,1065.0
1092.0,987.0
1092.0,981.0
1092.0,849.0
1092.0,843.0
1092.0,747.0
1092.0,693.0
1092.0,687.0
1092.0,681.0
1092.0,657.0
1092.0,501.0
1092.0,489.0
1092.0,477.0
1092.0,315.0
1092.0,261.0
1092.0,153.0
1095.0,1860.0
1095.0,1854.0
1095.0,1848.0
1095.0,1842.0
1095.0,1836.0
1095.0,1830.0
1095.0,1824.0
1095.0,1656.0
1095.0,1650.0
1095.0,1644.0
1095.0,1638.0
1095.0,1632.0
1095.0,1626.0
1095.0,1620.0
1095.0,1614.0
1095.0,1068.0
1095.0,996.0
1095.0,990.0
1095.0,984.0
1095.0,744.0
1095.0,738.0
1095.0,732.0
1095.0,726.0
1095.0,720.0
1095.0,714.0
1095.0,708.0
1095.0,702.0
1095.0,690.0
1095.0,570.0
1095.0,564.0
1095.0,420.0
1095.0,258.0
1095.0,132.0
1095.0,126.0
1098.0,1899.0
1098.0,1893.0
1098.0,1887.0
1098.0,1881.0
1098.0,1875.0
1098.0,1869.0
1098.0,1611.0
1098.0,1605.0
1098.0,1599.0
1098.0,1413.0
1098.0,1407.0
1098.0,1401.0
1098.0,1377.0
1098.0,1371.0
1098.0,1365.0
1098.0,1299.0
1098.0,1293.0
1098.0,1257.0
1098.0,1251.0
1098.0,1239.0
1098.0,1233.0
1098.0,1215.0
1098.0,1191.0
1098.0,1179.0
1098.0,1155.0
1098.0,1149.0
1098.0,1095.0
1098.0,1089.0
1098.0,1077.0
1098.0,1071.0
1098.0,993.0
1098.0,987.0
1098.0,981.0
1098.0,855.0
1098.0,849.0
1098.0,843.0
1098.0,687.0
1098.0,681.0
1098.0,657.0
1098.0,507.0
1098.0,489.0
1098.0,483.0
1098.0,477.0
1098.0,423.0
1098.0,315.0
1098.0,255.0
1098.0,153.0
1098.0,93.0
1098.0,3.0
1101.0,1860.0
1101.0,1854.0
1101.0,1848.0
1101.0,1842.0
1101.0,1836.0
1101.0,1830.0
1101.0,1824.0
1101.0,1656.0
1101.0,1650.0
1101.0,1644.0
1101.0,1638.0
1101.0,1632.0
1101.0,1626.0
1101.0,1620.0
1101.0,1614.0
1101.0,1020.0
1101.0,1014.0
1101.0,1008.0
1101.0,1002.0
1101.0,996.0
1101.0,990.0
1101.0,984.0
1101.0,540.0
1101.0,432.0
1101.0,426.0
1101.0,420.0
1104.0,1881.0
1104.0,1875.0
1104.0,1869.0
1104.0,1413.0
1104.0,1407.0
1104.0,1401.0
1104.0,1377.0
1104.0,1371.0
1104.0,1365.0
1104.0,1299.0
1104.0,1293.0
1104.0,1281.0
1104.0,1257.0
1104.0,1251.0
1104.0,1239.0
1104.0,1215.0
1104.0,1191.0
1104.0,1179.0
1104.0,1155.0
1104.0,1149.0
1104.0,1143.0
1104.0,1137.0
1104.0,1131.0
1104.0,1089.0
1104.0,1077.0
1104.0,1071.0
1104.0,999.0
1104.0,993.0
1104.0,903.0
1104.0,855.0
1104.0,849.0
1104.0,843.0
1104.0,687.0
1104.0,681.0
1104.0,675.0
1104.0,507.0
1104.0,483.0
1104.0,477.0
1104.0,429.0
1104.0,423.0
1104.0,327.0
1104.0,255.0
1104.0,249.0
1104.0,153.0
1104.0,93.0
1104.0,3.0
1107.0,1272.0
1107.0,1266.0
1107.0,1260.0
1107.0,1026.0
1107.0,1020.0
1107.0,1014.0
1107.0,1008.0
1107.0,1002.0
1107.0,996.0
1107.0,432.0
1107.0,426.0
1110.0,1881.0
1110.0,1875.0
1110.0,1869.0
1110.0,1407.0
1110.0,1401.0
1110.0,1377.0
1110.0,1371.0
1110.0,1365.0
1110.0,1299.0
1110.0,1293.0
1110.0,1287.0
1110.0,1281.0
1110.0,1275.0
1110.0,1239.0
1110.0,1227.0
1110.0,1221.0
1110.0,1215.0
1110.0,1197.0
1110.0,1185.0
1110.0,1179.0
1110.0,1155.0
1110.0,1149.0
1110.0,1143.0
1110.0,1137.0
1110.0,1131.0
1110.0,1089.0
1110.0,1071.0
1110.0,1065.0
1110.0,1059.0
1110.0,999.0
1110.0,903.0
1110.0,861.0
1110.0,855.0
1110.0,849.0
1110.0,843.0
1110.0,687.0
1110.0,681.0
1110.0,675.0
1110.0,507.0
1110.0,483.0
1110.0,477.0
1110.0,435.0
1110.0,429.0
1110.0,327.0
1110.0,249.0
1110.0,153.0
1110.0,147.0
1110.0,93.0
1113.0,1938.0
1113.0,1932.0
1113.0,1926.0
1113.0,1920.0
1113.0,1914.0
1113.0,1908.0
1113.0,1902.0
1113.0,1896.0
1113.0,1890.0
1113.0,1884.0
1113.0,1812.0
1113.0,1350.0
1113.0,1344.0
1113.0,1338.0
1113.0,1332.0
1113.0,1326.0
1113.0,1320.0
1113.0,1032.0
1113.0,1026.0
1113.0,1008.0
1113.0,1002.0
1113.0,600.0
1113.0,438.0
1113.0,432.0
1113.0,402.0
1116.0,1917.0
1116.0,1911.0
1116.0,1905.0
1116.0,1881.0
1116.0,1875.0
1116.0,1869.0
1116.0,1299.0
1116.0,1287.0
1116.0,1281.0
1116.0,1275.0
1116.0,1227.0
1116.0,1221.0
1116.0,1215.0
1116.0,1185.0
1116.0,1179.0
1116.0,1155.0
1116.0,1143.0
1116.0,1137.0
1116.0,1131.0
1116.0,1095.0
1116.0,1071.0
1116.0,1065.0
1116.0,1059.0
1116.0,861.0
1116.0,855.0
1116.0,849.0
1116.0,729.0
1116.0,687.0
1116.0,681.0
1116.0,663.0
1116.0,633.0
1116.0,627.0
1116.0,483.0
1116.0,477.0
1116.0,441.0
1116.0,435.0
1116.0,153.0
1116.0,147.0
1116.0,87.0
1119.0,1938.0
1119.0,1932.0
1119.0,1926.0
1119.0,1920.0
1119.0,1914.0
1119.0,1908.0
1119.0,1902.0
1119.0,1896.0
1119.0,1890.0
1119.0,1884.0
1119.0,1812.0
1119.0,1350.0
1119.0,1344.0
1119.0,1338.0
1119.0,1332.0
1119.0,1326.0
1119.0,1320.0
1119.0,1038.0
1119.0,984.0
1119.0,978.0
1119.0,408.0
1119.0,402.0
1122.0,1947.0
1122.0,1941.0
1122.0,1917.0
1122.0,1911.0
1122.0,1905.0
1122.0,1881.0
1122.0,1875.0
1122.0,1869.0
1122.0,1305.0
1122.0,1287.0
1122.0,1281.0
1122.0,1275.0
1122.0,1239.0
1122.0,1227.0
1122.0,1185.0
1122.0,1179.0
1122.0,1173.0
1122.0,1137.0
1122.0,1125.0
1122.0,1065.0
1122.0,1059.0
1122.0,1017.0
1122.0,861.0
1122.0,855.0
1122.0,735.0
1122.0,729.0
1122.0,687.0
1122.0,681.0
1122.0,633.0
1122.0,627.0
1122.0,483.0
1122.0,477.0
1122.0,441.0
1122.0,411.0
1122.0,153.0
1122.0,87.0
1122.0,15.0
1125.0,1920.0
1125.0,1914.0
1125.0,1908.0
1125.0,1902.0
1125.0,1896.0
1125.0,1890.0
1125.0,1884.0
1125.0,1878.0
1125.0,1344.0
1125.0,1020.0
1125.0,558.0
1125.0,552.0
1125.0,546.0
1125.0,420.0
1125.0,414.0
1125.0,390.0
1125.0,384.0
1125.0,378.0
1125.0,372.0
1125.0,360.0
1125.0,354.0
1125.0,192.0
1128.0,1947.0
1128.0,1941.0
1128.0,1917.0
1128.0,1911.0
1128.0,1905.0
1128.0,1287.0
1128.0,1281.0
1128.0,1275.0
1128.0,1269.0
1128.0,1263.0
1128.0,1257.0
1128.0,1239.0
1128.0,1233.0
1128.0,1227.0
1128.0,1185.0
1128.0,1167.0
1128.0,1161.0
1128.0,1137.0
1128.0,1125.0
1128.0,1119.0
1128.0,1083.0
1128.0,1065.0
1128.0,1059.0
1128.0,1053.0
1128.0,999.0
1128.0,861.0
1128.0,855.0
1128.0,729.0
1128.0,687.0
1128.0,681.0
1128.0,633.0
1128.0,627.0
1128.0,519.0
1128.0,489.0
1128.0,483.0
1128.0,477.0
1128.0,441.0
1128.0,363.0
1128.0,153.0
1128.0,87.0
1128.0,81.0
1131.0,1896.0
1131.0,1890.0
1131.0,1884.0
1131.0,1878.0
1131.0,1344.0
1131.0,1002.0
1131.0,684.0
1131.0,396.0
1131.0,390.0
1131.0,384.0
1131.0,378.0
1131.0,372.0
1131.0,366.0
1131.0,360.0
1131.0,348.0
1134.0,1947.0
1134.0,1941.0
1134.0,1935.0
1134.0,1929.0
1134.0,1923.0
1134.0,1917.0
1134.0,1911.0
1134.0,1905.0
1134.0,1293.0
1134.0,1287.0
1134.0,1269.0
1134.0,1263.0
1134.0,1257.0
1134.0,1239.0
1134.0,1233.0
1134.0,1227.0
1134.0,1185.0
1134.0,1179.0
1134.0,1167.0
1134.0,1161.0
1134.0,1155.0
1134.0,1137.0
1134.0,1131.0
1134.0,1119.0
1134.0,1083.0
1134.0,1065.0
1134.0,1059.0
1134.0,1053.0
1134.0,1047.0
1134.0,1005.0
1134.0,867.0
1134.0,861.0
1134.0,855.0
1134.0,729.0
1134.0,693.0
1134.0,687.0
1134.0,681.0
1134.0,675.0
1134.0,651.0
1134.0,639.0
1134.0,633.0
1134.0,609.0
1134.0,543.0
1134.0,519.0
1134.0,495.0
1134.0,489.0
1134.0,483.0
1134.0,477.0
1134.0,441.0
1134.0,435.0
1134.0,363.0
1134.0,87.0
1134.0,81.0
1137.0,1896.0
1137.0,1890.0
1137.0,1884.0
1137.0,1878.0
1137.0,1224.0
1137.0,396.0
1137.0,390.0
1137.0,384.0
1137.0,378.0
1137.0,372.0
1137.0,366.0
1140.0,1947.0
1140.0,1941.0
1140.0,1935.0
1140.0,1929.0
1140.0,1923.0
1140.0,1917.0
1140.0,1911.0
1140.0,1905.0
1140.0,1635.0
1140.0,1335.0
1140.0,1329.0
1140.0,1293.0
1140.0,1287.0
1140.0,1269.0
1140.0,1263.0
1140.0,1257.0
1140.0,1233.0
1140.0,1227.0
1140.0,1191.0
1140.0,1185.0
1140.0,1179.0
1140.0,1167.0
1140.0,1161.0
1140.0,1155.0
1140.0,1131.0
1140.0,1125.0
1140.0,1119.0
1140.0,1113.0
1140.0,1083.0
1140.0,1065.0
1140.0,1059.0
1140.0,1053.0
1140.0,1047.0
1140.0,1005.0
1140.0,867.0
1140.0,861.0
1140.0,855.0
1140.0,729.0
1140.0,723.0
1140.0,693.0
1140.0,681.0
1140.0,675.0
1140.0,651.0
1140.0,639.0
1140.0,633.0
1140.0,609.0
1140.0,543.0
1140.0,495.0
1140.0,489.0
1140.0,447.0
1140.0,441.0
1140.0,159.0
1140.0,87.0
1140.0,81.0
1143.0,516.0
1143.0,462.0
1143.0,450.0
1143.0,444.0
1146.0,1935.0
1146.0,1929.0
1146.0,1923.0
1146.0,1917.0
1146.0,1911.0
1146.0,1905.0
1146.0,1647.0
1146.0,1641.0
1146.0,1635.0
1146.0,1629.0
1146.0,1623.0
1146.0,1617.0
1146.0,1335.0
1146.0,1329.0
1146.0,1293.0
1146.0,1287.0
1146.0,1269.0
1146.0,1263.0
1146.0,1257.0
1146.0,1233.0
1146.0,1227.0
1146.0,1191.0
1146.0,1185.0
1146.0,1161.0
1146.0,1131.0
1146.0,1125.0
1146.0,1119.0
1146.0,1113.0
1146.0,1065.0
1146.0,1059.0
1146.0,1053.0
1146.0,1047.0
1146.0,1023.0
1146.0,1017.0
1146.0,1005.0
1146.0,879.0
1146.0,867.0
1146.0,861.0
1146.0,855.0
1146.0,699.0
1146.0,693.0
1146.0,681.0
1146.0,651.0
1146.0,633.0
1146.0,609.0
1146.0,597.0
1146.0,513.0
1146.0,495.0
1146.0,489.0
1146.0,159.0
1146.0,87.0
1146.0,81.0
1149.0,1236.0
1149.0,1230.0
1149.0,462.0
1149.0,456.0
1149.0,450.0
1152.0,1935.0
1152.0,1929.0
1152.0,1923.0
1152.0,1917.0
1152.0,1911.0
1152.0,1905.0
1152.0,1647.0
1152.0,1641.0
1152.0,1635.0
1152.0,1629.0
1152.0,1623.0
1152.0,1617.0
1152.0,1341.0
1152.0,1335.0
1152.0,1329.0
1152.0,1293.0
1152.0,1287.0
1152.0,1269.0
1152.0,1263.0
1152.0,1257.0
1152.0,1251.0
1152.0,1245.0
1152.0,1239.0
1152.0,1233.0
1152.0,1227.0
1152.0,1191.0
1152.0,1185.0
1152.0,1167.0
1152.0,1161.0
1152.0,1131.0
1152.0,1125.0
1152.0,1119.0
1152.0,1065.0
1152.0,1059.0
1152.0,1053.0
1152.0,1047.0
1152.0,1023.0
1152.0,1017.0
1152.0,1005.0
1152.0,879.0
1152.0,867.0
1152.0,861.0
1152.0,699.0
1152.0,693.0
1152.0,681.0
1152.0,657.0
1152.0,651.0
1152.0,633.0
1152.0,609.0
1152.0,513.0
1152.0,495.0
1152.0,489.0
1152.0,411.0
1152.0,249.0
1152.0,165.0
1152.0,159.0
1152.0,87.0
1155.0,1242.0
1155.0,1236.0
1155.0,1230.0
1155.0,312.0
1158.0,1935.0
1158.0,1929.0
1158.0,1923.0
1158.0,1917.0
1158.0,1911.0
1158.0,1905.0
1158.0,1647.0
1158.0,1641.0
1158.0,1635.0
1158.0,1629.0
1158.0,1623.0
1158.0,1617.0
1158.0,1581.0
1158.0,1461.0
1158.0,1455.0
1158.0,1341.0
1158.0,1335.0
1158.0,1293.0
1158.0,1287.0
1158.0,1269.0
1158.0,1263.0
1158.0,1257.0
1158.0,1251.0
1158.0,1245.0
1158.0,1239.0
1158.0,1233.0
1158.0,1191.0
1158.0,1185.0
1158.0,1167.0
1158.0,1161.0
1158.0,1155.0
1158.0,1131.0
1158.0,1125.0
1158.0,1119.0
1158.0,1065.0
1158.0,1059.0
1158.0,1053.0
1158.0,1047.0
1158.0,1029.0
1158.0,1023.0
1158.0,1017.0
1158.0,873.0
1158.0,867.0
1158.0,861.0
1158.0,699.0
1158.0,681.0
1158.0,675.0
1158.0,657.0
